,itemId,userId,rating,comment,label
189,18,188,3.0,The Kindle Voyage is definitely the way to go. I bought this Kindle to replace my 1st generation Kindle because I wanted a more compact model and the 3G capability this one offers. I am definitely a fan!,3.0
190,19,189,2.5,"Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also, so she can find more books anytime she wants.",3.0
191,19,190,2.5,"This tablet is small, compact and easy to handle. It's easy to figure out the main functions. My one complaint is that it does not support some big apps such as Dropbox or Google Drive.",3.0
192,19,191,3.0,Very sleek design and very easy to use - nice graphics!!!,3.0
193,19,192,2.5,Bought this for a work fundraiser and the recipient enjoyed it,3.0
194,19,193,3.0,It was easy to set up and use. Best Buy employees were a huge help teaching me about the many features.,3.0
195,19,194,3.0,My grandkids play on my smaller one. Thought I better get a back up for me.,3.0
196,19,195,3.0,Fantastic tablet fire one is great. Small and portable,3.0
197,19,196,3.0,"Gets use everyday by my girlfriend who i bought it for with no complaints, also love the color. Also may get one for myself.",3.0
198,19,197,3.0,"This has replaced my laptop for out and about. Easy to use. In addition, I can now read e books and listen to audio books. So convenient.....",3.0
199,19,198,3.0,Purchased for my son who loves to read books. Saw him watching old TV show. He sat down with me and showed me what all it could do. Who would figure. I thought it was just for reading books. Now I want one too!,3.0
200,19,36,3.0,I bought this as an affordable alternative to the iPad mini. I liked the expandable storage option and size. Super easy to use. Unfortunately granddaughter wanted and iPad mini to go with her other apple products. So I ended up returning it. In hindsight I should've kept it for myself.,3.0
201,19,199,3.0,this is my second one and must have one of these at all times,2.0
202,20,200,3.0,BestBuy delivered this on the day of release. Amazon still seems to be back-ordered. It is a great product. Nice and light with uniform screen and snappy performance.,3.0
203,20,140,3.0,This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.,3.0
204,20,201,3.0,"I debated buying the new Kindle Oasis, since I've owned every Kindle since the first release. It was worth the money, as the form factor is the best yet... it's comfortable to hold in one hand, and the text is crisp and easy to read.",3.0
205,20,146,3.0,The thick edge makes it easier to read than the voyage and PW. very fast and responsive. I wish the devise was longer then it would feel more like a real book rather than a CD case,3.0
206,20,202,3.0,Great ebook for a beginner. Light and good looking,3.0
207,20,203,3.0,"This was a gift for my friend. My friend likes it, I wouldn't buy something like this for this much money. The screen is small.",3.0
208,20,145,3.0,"Its a great ereader but a little pricy. It has the same specs as the Voyage as far as pixels and procesor, which costs less. The only difference between this and the Voyage, is that it's much lighter, it's brighter (LEDs), and a longer battery life if you're using the cover. I've noticed the battery life drains much faster without the cover, but you'll still be able to read for hours without it. You would think it be water resistant, hence the name but it isn't. But then I don't plan on reading when it's raining or outside or while taking a bath. Overall, it's the best ereader Amazon currently has to offer but if you don't mind the price tag and want the best, then go for it! Voyage is still not a bad option though",3.0
209,20,31,3.0,"I have had every kindle since the first and this is by far the best. The screen was already great on the Voyage but the front light on this screen is more white and more evenly distributed. Physical page turn buttons are so much better than none or the haptic feedback type. They didn't include the automatically adaptive front light for some reason but I don't think I'll miss it much as I was always wont to fiddle with it on the Voyage anyway.But this device made me smile as soon as I held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. Maybe this isn't a big deal for most, but that is exactly why I spent the money to get this device.The other thing I was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.The cover is very small and light and doesn't add much bulk like the Voyage Origami case does. The only downside is that it doesn't work as a hands free stand for reading.(I still wish it was waterproof)",3.0
210,20,204,3.0,"I own a Kindle HDX 8.9 and wanted something small and portable... WOW is all I can say when I got my hands on the Kindle Oasis ( Thank you Babes :) ). The Kindle Oasis is very tiny, portable & fits in about anything from a jeans back pockets to a very very small purse! The clarity of the screen is awesome. The touch of it works perfect! Very different than my HDX BUT I HIGHLY RECOMMEND it! A little more pricey than the paperwhite BUT this one already comes with the case and a built in battery in the case so you are set for long time reading & the price is fair since the others you would still have to buy a case for it! Keep in mind the case for the oasis is leather and you can choose from black, brown and red (red was my choice., which to me it's not red it's more of a wine red color) it's beautiful! Picture shows My Kindle Oasis in the middle of the IPhone 7 Plus (left) & Samsung S8+ (right) so you can get an idea on the size... it's super cute! It's tinier than the Kindle paperwhite!",3.0
211,20,205,3.0,Upgraded from my old Kindle keyboard. I love the ability to adjust brightness and font. I have small hands and this is not too big to hold in one hand. I was able to change the page turning buttons for left handed use. The charging cover last a long time. I wish there were more colors to choose from.,3.0
212,20,138,2.5,Easy to handle. Light weight. I like that it automatically shuts off when the cover is closed.,3.0
213,20,141,3.0,Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.COM.,3.0
214,21,206,3.0,I have had this for several weeks. It works great. I am very satisfied with it so far.,3.0
215,21,207,3.0,Purchased this for a gift for my mother who is a amazon fanatic she loves it ! Made her christmas this year,3.0
216,21,115,3.0,My mom loves the kindle fire hd 8. She had the first kindle and it was time for an upgrade! Great buy for her birthday present!!,3.0
217,21,208,3.0,"If you love Amazon, you'll love the Kindle HD8. It's a great size for reading all those books, streaming movies and tv shows, and has great sound for listening to your favorite music. For less than $100, you can't beat the versatility of this little device!",3.0
218,21,209,3.0,This works great. I read a LOT and I needed something that would handle all my eBooks. It has all the other bells and whistles as any tablet but I use it for the eBooks and one game. Excellent!,3.0
219,22,210,2.5,Video quality is very good. Works well with Amazon Prime Video and Music - no surprises there. Apps are VERY disappointing - many common apps are not available - even though there are Android versions! Not bad if you have modest expectations.,3.0
220,21,211,2.0,meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad.,1.0
221,22,212,3.0,This was a Christmas present. The person that received it was very happy with it.. She has other Kindles but this new one is an obvious improvement over the previous ones.,3.0
222,22,213,3.0,This is my second Fire. Wanted a larger size to make eBooks easier to read. Very pleased with the size and clarity of this tablet. Easy to take along in a tote. Perfect for what I wanted it for.,3.0
223,22,207,3.0,Purchased this for a gift for my mother who is a amazon fanatic she loves it ! Made her christmas this year,3.0
224,22,214,3.0,Only negative is the apps. Thought they were from android but they're an Amazon version and limited.,1.0
225,21,215,3.0,"I bought this kindle for my 11yr old granddaughter for Christmas. Me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. Both children have all kinds of game systems but use the kindle way more. My 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. He has several game systems, Xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. I'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).He would like one to call his own. I'm looking at a 16 GB or 32 GB.they are really durable and tough.",3.0
226,21,100,3.0,"She loves it, the only problem I have is getting it away from her, even while riding in vehicles. LOL",3.0
227,21,210,2.5,Video quality is very good. Works well with Amazon Prime Video and Music - no surprises there. Apps are VERY disappointing - many common apps are not available - even though there are Android versions! Not bad if you have modest expectations.,3.0
228,21,216,3.0,This is my 2nd tablet. Kindle Fire hd 8 reviewed throughly elsewhere many times for its solid performance for money. I mainly wanna talk about excellent buying experience at local best buy. It was not in Stock but employee we extra miles to locate the stock somewhe re but I like my local store much so ended up ordering there. Keep up the good work !. Very pleasant buying experience.,3.0
229,22,217,2.5,This is my 2nd tablet and it works great with downloading,3.0
230,21,218,3.0,Easy to use. Very lightweight. Would recommend to anyone,3.0
231,22,219,3.0,"The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did present some challenges in its set up. I would recommend getting help in the store to get you started.",3.0
232,21,220,2.5,Nice tablet for my 8 year old daughter! Affordable! Charging battery can be frustrating at time. Normally have to hit power button to turn off and back on after you plug into outlet to charge or it will take many hours to charge. It is almost like it allows the tablet to reset to charge.,3.0
233,22,189,2.5,"Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also, so she can find more books anytime she wants.",3.0
234,22,215,3.0,"I bought this kindle for my 11yr old granddaughter for Christmas. Me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. Both children have all kinds of game systems but use the kindle way more. My 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. He has several game systems, Xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. I'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).He would like one to call his own. I'm looking at a 16 GB or 32 GB.they are really durable and tough.",3.0
235,22,221,3.0,Had a prob with original one I purchased and Bedt Buy replaced it hassle free,3.0
236,22,110,3.0,I love the tablets HD picture is beautiful. The fire tablet is very fast to load and is easy to use. Great tablet.,3.0
237,22,222,3.0,I talk myself into the 32g and I am so glad I did!!! I have used only kindles for the past 5 years and I love them.... I love the color as well!!!,3.0
238,23,223,2.5,"Cons:Isn't compatible with some of my Google apps that I use daily.Does not operate the latest Facebook updates.Camera image quality is poor.Pros:Smooth interface, user friendly.Good battery life.Supports kids' separate profiles so that it may be shared by family members.Easily syncs with other devices.",3.0
239,23,224,3.0,My sister in-law recommended these to my wife and I and I thought I would try one. They are just the right size to lay in bed of a evening and read a good book for a while.,3.0
240,23,225,3.0,My son uses this tablet for movies and music and to surf the internet. For the money it has been fantastic.,3.0
241,23,226,3.0,A friend recommended the tablet and I am happy with it.,3.0
242,23,227,3.0,"The product was for my daughter, she loves it, and plays with it all of the time.",3.0
243,23,228,1.5,The battery is having more and more trouble holding a charge. I bought the Fire in July and am now having to charge it every day in order to use it. I am not impressed and would not repurchase it.,1.0
244,23,229,2.5,was supposed to be a gift. there was a glitch in your computer system and it told me I wouldn't receive in time. ordered another one from someone else. then received it anyway. returned to store,2.0
245,23,230,2.5,Great product. Great price. I'm reading more since I started using a Kindle.,3.0
246,23,231,3.0,Great product. Exactly what I've come to expect from my Kindle readers.,3.0
247,23,232,3.0,For those that have Prime this is almost a must have. Keeps all your Amazon stuff in one place.,2.0
248,23,233,3.0,Using for Pandora in an office setting. Set up with older system and speaker system - works great.,3.0
249,23,234,3.0,Great tablet for the money so cheap that I use it for a stand alone interface for my fish tank,3.0
